Company ID,name,Website,Number of Locations Band,Years in Business Band,Employee Band,Revenue Band
13363462,DATAMICRO,datamicro.info, 1-9, 26-30, 1-9, $100K-$499K
12577033,AlfaSistema,alfasistema.com.br, 1-9, 31+, 10-99, $1M-$2.49M
15198474,Infotelsoluciones,infotelsoluciones.com, 1-9, 04-05, 1-9, <$100K
111536396,"Zermeno Gutierrez, Jorge Humberto",zegucom.com.mx, 1-9, 00-01, 1-9, $500K-$999K
12839181,INFOSET,infoset.com.br, 1-9, 09-10, 1-9, $100K-$499K
115075344,logica ghl,logicaghl.com, 1-9, 09-10, 1-9, <$100K
12708114,GFR Media,gfrmedia.com, 1-9, 11-15, 500-999, $50M-$99M
93317395,Sabtech,sabtech.co, 1-9, 11-15, 1-9, <$100K
12445974,Meedbr,meedbr.com, 1-9, 16-20, 10-99, $1M-$2.49M
12708119,,,,,,
14018844,Servitec Ingenieros,servitecingenieros.com, 1-9, 26-30, 1-9, <$100K
112322845,Icomm Solutions,icommsolutions.co.uk, 1-9, 11-15, 10-99, $1M-$2.49M
14018845,NETMASK,netmask.co, 1-9, 11-15, 1-9, $500K-$999K
12708127,The Pegasus Group Company,pegasus.cl, 1-9, 16-20, 1-9, $500K-$999K
14018848,,,,,,
14018849,Suporte Informatica Solucoes,suporteinformatica.com, 1-9, 21-25, 100-499, $10M-$24.9M
15198497,IASTECH Automacao de Sistemas,iastech.com, 1-9, 04-05, 100-499, $10M-$24.9M
115075361,,,,,,
14018853,ST Computacion,st-computacion.com, 1-9, 31+, 500-999, $50M-$99M
115337509,DESYTEC,desytec.com, 1-9, 11-15, 1-9, $500K-$999K
14018855,Groupinforline,acomputerservice.com.pe, 1-9, 04-05, 1-9, <$100K
14018858,Ypek Tecnologias E Consultoria,ypek.com.br, 1-9,-, 1-9, <$100K
111667501,Asyntec,asyntec.com, 1-9, 31+, 1-9, $500K-$999K
115075377,NETVISTA SYSTEMS,netvista.la, 1-9, 11-15, 1-9, <$100K
112322871,QIN Technology Spa,qin.cl, 1-9, 16-20, 10-99, $1M-$2.49M
12839224,Daco Ead de C.V.,dacoautomation.com, 1-9, 04-05, 10-99, $500K-$999K
15198523,Intelligence3,intelligence3.com, 1-9, 04-05, 1-9, $500K-$999K
12577087,Io Connect Services,ioconnectservices.com, 1-9, 09-10, 10-99, $5M-$9.9M
12708164,alloy.com.au,alloy.com.au, 10-29, 31+, 1-9, $500K-$999K
15198535,Intelectiaonline,intelectiaonline.com, 1-9, 04-05, 1-9, <$100K
107342154,Blue Chip Strategies,bluechipstrategies.com.jm, 1-9,-, 1-9, $500K-$999K
111929674,San Srl Systems And Networks,san.com.py, 1-9, 21-25, 10-99, $1M-$2.49M
12708174,Kovan Technology Solutions,kovantech.com, 1-9, 11-15, 1-9, $500K-$999K
15198542,,,,,,
12839248,Dasoft,dasoft.com.do, 1-9, 21-25, 1-9, <$100K
12708180,Dropbox,dropbox.com, 50-99, 16-20," 1,000+", $1B-$4.9B
14018900,Gateway Telecomunica,gatewayonline.com.br, 1-9, 21-25, 10-99, $1M-$2.49M
14018902,Tecnocompras,tecnocompras.com.co, 1-9, 11-15, 1-9, <$100K
115075414,nexcom data peru,nexcomdataperu.com, 1-9,-, 1-9, <$100K
111929691,NPC Group,npcgroup.com.br, 1-9,-, 1-9, <$100K
12577117,IAR Systems Group,iar.com, 10-29, 31+, 100-499, $25M-$49M
14018911,Novared,novared.net, 1-9, 26-30, 100-499, $10M-$24.9M
12708192,budowebs studio chile,budowebs.cl, 1-9, 31+, 1-9, <$100K
115075426,Orbyta,orbyta.com, 1-9,-, 10-99, $1M-$2.49M
12577123,The TSL Group,thetslgroup.com, 1-9, 04-05, 1-9, $500K-$999K
115075428,overcast,overcastmx.com, 1-9, 11-15, 1-9, <$100K
12577125,ProV,provintl.com, 1-9, 21-25, 500-999, $50M-$99M
115337574,devlance,devlance.me, 1-9, 06-08, 1-9, <$100K
14018919,,,,,,
15198566,Intelligent Solutions,intelligentsolutions.eu, 1-9, 16-20, 10-99, $1M-$2.49M
14018921,Thinktech,thinktech.com.ar, 1-9, 04-05, 1-9, <$100K
12708203,Digimation,digimation.com, 10-29, 31+, 10-99, $1M-$2.49M
14018924,Sinci,sinci.com, 1-9, 31+, 10-99, $5M-$9.9M
13363563,Maximo Consultoria,maximoconsultoria.com, 1-9, 06-08, 10-99, $1M-$2.49M
115075435,,,,,,
12577134,alerta sistemas de seguranca e automacao,alertasistemas.com.br, 1-9, 04-05, 1-9, <$100K
12839282,Visma,visma.com, 50-99, 26-30," 1,000+", $1B-$4.9B
12577141,Callister Solu,callister.com.br, 1-9, 06-08, 1-9, $500K-$999K
13363573,Kyndryl Holdings,kyndryl.com, 100+, 04-05," 1,000+", $10B-$24.9B
12839287,BSP - Business Solutions Partners Technology,bspcloud.com, 1-9, 11-15, 10-99, $1M-$2.49M
12577147,Creaform,creaform3d.com, 10-29, 21-25, 500-999, $50M-$99M
14018941,Bios,bios.fan, 1-9, 04-05, 1-9, <$100K
14018943,Futuro,futuroip.mx, 1-9, 06-08, 1-9, <$100K
15198591,Jamaicawebdesigner,jamaicawebdesigner.com, 1-9, 04-05, 1-9, <$100K
115075456,MALU IT SOLUTIONS,maluitsolutions.mx, 1-9,-, 1-9, <$100K
12577153,,,,,,
14018951,Redtelco Ingenieria,redtelcoingenieria.com, 1-9, 06-08, 1-9, <$100K
12577159,LORBEL GINA NICOLE,missiveapp.com, 1-9, 09-10, 1-9, <$100K
107211144,,,,,,
13101452,E-Business Distribution Peru,ebdperu.com, 1-9, 04-05, 10-99, $5M-$9.9M
115075468,,,,,,
12708238,Hardtec Informatica,hardtec.com.br, 1-9, 31+, 1-9, <$100K
115075469,,,,,,
14018965,Brotek,brotek.com.ar, 1-9, 06-08, 1-9, <$100K
114944411,Acercarse,acercarse.cl, 1-9, 11-15, 10-99, $1M-$2.49M
12446108,DAT TECNOLOGIA,dattec.com.br, 1-9, 04-05, 1-9, $100K-$499K
14018972,Worldtechweb,worldtechweb.com.ar, 1-9, 04-05, 1-9, <$100K
111667612,INTER PARTNER ASSISTANCE SOCIETE' ANONYME,axapartners.it, 1-9, 31+, 100-499, $10M-$24.9M
13101469,Janex,janex.com.br, 1-9, 11-15, 1-9, $500K-$999K
13101472,Information Workers,iwco.co, 1-9, 11-15, 10-99, $1M-$2.49M
14018977,Acsoft,acsoft.com.ar, 1-9, 26-30, 1-9, <$100K
14018978,Cybers on the Storm,cybersonthestorm.com, 1-9, 04-05, 1-9, <$100K
12577185,zen webnet,zenwebnet.com, 1-9, 09-10, 1-9, <$100K
14018982,Trinit,trinite.com.br, 1-9, 16-20, 10-99, $1M-$2.49M
14018983,Memomedia,memomedia.com.mx, 1-9, 11-15, 10-99, $1M-$2.49M
14018984,Carmen Maria BriceA+-o Montilla,graytech.com.ar, 1-9, 09-10, 1-9, <$100K
12446121,"Lewan, Dave",davelewan.com, 1-9, 06-08, 1-9, <$100K
14018985,quakmedia.com,quakmedia.com, 1-9, 16-20, 1-9, $500K-$999K
115075494,Mksti,mksti.com.br, 1-9, 06-08, 1-9, $500K-$999K
12839340,,,,,,
14018989,,,,,,
13101490,14mob,14mob.com, 1-9, 06-08, 1-9, <$100K
13363635,Cool Tech,cool-tech.com.ar, 1-9, 16-20, 1-9, $500K-$999K
12446132,GLOBAL TECHNOLOGY,tecgl.com, 1-9,-, 1-9, $100K-$499K
12839350,DOXA ADVISERS INTERNATIONAL,doxa-advisers.com.br, 1-9, 09-10, 1-9, <$100K
115075514,,,,,,
14019004,Disruptive Innovation Technologies,dits.tech, 1-9, 09-10, 10-99, $1M-$2.49M
12577213,Bluemedia,bluemedia.com.br, 1-9, 26-30, 1-9, <$100K
14019006,,,,,,
13101504,DATASERVICIOS & COMUNICACIONES SAS,dataserviciosycomunicaciones.com, 1-9, 16-20, 10-99, $2.5M-$4.9M
14019011,,,,,,
14019014,CLOUD TECH,techcloud.co, 1-9, 09-10, 1-9, <$100K
14019019,VANGUARDA COMUNICACAO,vanguardacomunicacao.com.br, 1-9, 16-20, 1-9, <$100K
12446157,Okta,okta.com, 10-29, 16-20," 1,000+", $1B-$4.9B
13363662,Wood,woodplc.com, 100+, 31+," 1,000+", $5B-$9.9B
14019023,Internet Ecommerce,internetecommerce.com.br, 1-9, 04-05, 1-9, <$100K
107211215,Worknet Software House & Consulting,worknet.com.ar, 1-9, 31+, 10-99, $1M-$2.49M
14019026,Qos Tecnologia,qostecnologia.com.br, 1-9, 21-25, 10-99, $1M-$2.49M
112323027,UNIPLEX,uniplexsystems.com, 1-9, 31+, 10-99, $500K-$999K
107211218,,,,,,
14019036,Sigma Telecom,sigmatelecom.com.br, 1-9, 31+, 100-499, $10M-$24.9M
14019038,Todo En Tecnologia,todoentecnologia.com.mx, 1-9, 04-05, 1-9, <$100K
107211231,,,,,,
115075552,OpenSystems,opensystems.com.ar, 1-9, 02-03, 1-9, <$100K
115075557,PC Ram Corporacion CA,pcramgroup.com.ve, 1-9,-, 1-9, $1M-$2.49M
115075558,PC SOLUCIONES INFORMATICAS,pcsolucionescr.com, 1-9, 04-05, 1-9, <$100K
12577253,Pds Professional Document Systems,pdswest.com, 1-9, 26-30, 10-99, $5M-$9.9M
12446184,Servicedepc,servicedepc.com, 1-9, 16-20, 1-9, <$100K
14019049,Stoneground Servicos e Comercio de Equipamentos de Telecomunicacoes - ME.,stoneground.com.br, 1-9, 16-20, 1-9, $100K-$499K
12839402,Op Integraciones Electromecanicas,opintegraciones.com, 1-9, 09-10, 10-99, $1M-$2.49M
14019052,DNWEB TECNOLOGIA,dnweb.com.br, 1-9, 06-08, 1-9, <$100K
14019065,CENTRO DE COMPUTO,computercenter.com.mx, 1-9, 11-15, 1-9, <$100K
14019069,,,,,,
14019070,,,,,,
115075581,Power Systems Technology,psystemstechnology.com, 1-9,-, 10-99, $1M-$2.49M
13101570,Honeywell International,honeywell.com, 100+, 11-15," 1,000+", $25B+
13101574,Dbc Digitall,grupodbc.com, 1-9, 04-05, 1-9, <$100K
12839431,Weidmuller Canada,weidmuller.ca, 10-29, 31+, 10-99, $5M-$9.9M
14019082,Medium,medium.engineering, 1-9, 04-05, 1-9, <$100K
12446218,Snowflake,snowflake.com, 50-99, 11-15," 1,000+", $1B-$4.9B
14019084,AXIS NETWORKS,axisnetworks.biz, 1-9, 16-20, 1-9, $500K-$999K
14019083,Technoma SACI,technoma.com.py, 1-9, 11-15, 10-99, $1M-$2.49M
14019085,,,,,,
111667722,Tekso,tekso.cl, 1-9, 09-10, 10-99, $1M-$2.49M
12446226,Computacenter,computacenter.com, 100+, 31+," 1,000+", $5B-$9.9B
107211296,WY,wytecnologia.com.br, 1-9, 11-15, 1-9, $100K-$499K
13363745,XI Graphics,xig.com, 1-9, 02-03, 10-99, $1M-$2.49M
13101606,Ip5 Tecnologia,ip5tecnologia.com.br, 1-9, 09-10, 1-9, $500K-$999K
15198759,Pillawine Imports,martincastroalvarez.com, 1-9, 04-05, 1-9, <$100K
12708392,Binary Net,binary.net, 10-29, 26-30, 10-99, $1M-$2.49M
12839476,Systems Automated Controls,systemsautomated.com, 10-29, 31+, 10-99, $5M-$9.9M
111536693,,,,,,
111536695,West Pier Telecom Ltd,westpiertele.com, 100+, 26-30, 10-99, $1M-$2.49M
13363767,Netfar Informatica Ltda,ost.com.br, 1-9, 26-30, 10-99, $1M-$2.49M
14019130,Voxarec,voxarec.com, 1-9, 04-05, 1-9, <$100K
12446269,Grupo Argentina Web,grupoargentinaweb.com, 1-9, 04-05, 10-99, $1M-$2.49M
14019134,,,,,,
92269117,MadeinWeb Internet Solutions,madeinweb.com.br, 1-9, 21-25, 1-9, $500K-$999K
13101630,conversiondigital.com.au,conversiondigital.com.au, 1-9, 06-08, 1-9, $500K-$999K
14019139,Experta Media,expertamedia.com.br, 1-9, 04-05, 1-9, $500K-$999K
13101637,Data Tools,datatools.com.co, 1-9, 26-30, 100-499, $25M-$49M
14019144,,,,,,
14019146,Face Tecnologia,facetecnologia.com.br, 1-9, 04-05, 1-9, $500K-$999K
13101644,Cm Finance,cdinformatique.net, 1-9, 04-05, 1-9, <$100K
12708430,ocullo,ocullo.com, 1-9, 06-08, 1-9, <$100K
14019154,ara support,arasupport.com, 1-9, 11-15, 1-9, <$100K
115075669,NETWORK INTEGRAL SERVICES E.I.R.L.,nis.com.pe, 1-9, 16-20, 1-9, $100K-$499K
14019158,Z/SOFT AUTOMACAO E SISTEMAS,zsoft.com.br, 1-9, 31+, 1-9, $500K-$999K
12708439,PayStand,paystand.com, 1-9, 11-15, 100-499, $10M-$24.9M
14019160,Sidnei Weber,sidneiweber.com.br, 1-9, 04-05, 1-9, <$100K
14019161,genotech,genotechla.com, 1-9, 06-08, 1-9, <$100K
12708445,Universal Software Brasil,universalsoftware.com.br, 1-9, 31+, 10-99, $1M-$2.49M
14019167,,,,,,
12839520,Serviceaide,serviceaide.com, 10-29, 09-10, 100-499, $10M-$24.9M
12839521,API Consulting,apiconsulting.com, 1-9, 26-30, 10-99, $1M-$2.49M
14019170,servdigital,servdigital.com.br, 1-9, 11-15, 1-9, <$100K
12577384,Wf Computer Services,wfcomputerpr.com, 1-9, 21-25, 1-9, <$100K
92269162,,,,,,
106556011,Treo Intelligent Technology,treo.com.ar, 1-9, 06-08, 1-9, $500K-$999K
12839534,Empowered It Solutions,empowereditsolutions.com, 1-9, 11-15, 1-9, $500K-$999K
14019188,Infra TI,infrati.com.br, 1-9, 16-20, 1-9, $100K-$499K
13363830,Virtuallit ServiASSos Em T.I.,virtuallit.net, 1-9, 06-08, 1-9, <$100K
12839545,Multinet,multinet.com, 1-9, 06-08, 1-9, $500K-$999K
92269180,Fq Tecnolog,fqtecnologia.com, 1-9, 11-15, 10-99, $1M-$2.49M
14019199,Scan Automa,scansoft.com.br, 1-9, 31+, 1-9, $500K-$999K
114944646,Ag Sistemas,agsistemasonline.com.br, 1-9, 26-30, 10-99, $1M-$2.49M
12708490,fourserv.com.br,fourserv.com.br, 1-9, 21-25, 1-9, $500K-$999K
14019217,Alltech Solu,alltechsolucoes.com.br, 1-9, 04-05, 10-99, $1M-$2.49M
13363858,Monstar Lab China,monstar-lab.com.cn, 10-29, 11-15, 10-99, $5M-$9.9M
13101716,cpsoftware,cpsoftware.com.br, 1-9, 06-08, 1-9, <$100K
14019228,,,,,,
12577438,Aptima,aptima.com, 10-29, 26-30, 100-499, $25M-$49M
12577440,,,,,,
12446373,Gaman Innovation,gaman.mx, 1-9, 31+, 1-9, <$100K
15198888,Opes Solutions,opessolution.com, 1-9, 16-20, 1-9, <$100K
12708527,,,,,,
12708528,9l informatica,9l.com.br, 1-9, 21-25, 1-9, <$100K
107211439,XENIO,xenio.mx, 1-9, 06-08, 1-9, $500K-$999K
14019251,,,,,,
14019254,Compugraf Seguranca Digital,compugraf.com.br, 1-9, 04-05, 10-99, $5M-$9.9M
15198907,Picasoweb,picasoweb.com, 1-9, 04-05, 1-9, <$100K
14019265,Disenodepaginasweb,disenodepaginasweb.com.mx, 1-9, 04-05, 1-9, <$100K
13101762,"Gartic Consultores en Tecnologia de la Informacion, Desarrollo y Comunicaciones de C.V.",gartic-consultores.com, 1-9, 09-10, 1-9, $100K-$499K
14019270,Brunosoft,brunosoft.com.br, 1-9, 04-05, 1-9, <$100K
13363913,CASA DO SOFTWARE,casadosoftware.com.br, 1-9, 04-05, 1-9, $100K-$499K
14019275,Winet Tecnologia Da Informacao R And M Consultoria Em Informatica,winet.com.br, 1-9, 31+, 1-9, <$100K
14019276,Computer Service Center,computerservicecenter.com.br, 1-9, 04-05, 1-9, <$100K
12708556,Sen Mbvoumin Suzanne,manageengine.com, 30-49, 21-25, 1-9, <$100K
12708565,Numtech,numtech.fr, 1-9, 21-25, 10-99, $1M-$2.49M
14019285,Sd Net Solution Consultoria,sdsolution.com.br, 1-9, 31+, 1-9, <$100K
12708567,tudo em nuvem,tudoemnuvem.com.br, 1-9, 06-08, 1-9, <$100K
92007125,smartmetrics | instagram analytics,smartmetrics.co, 1-9, 09-10, 1-9, <$100K
14019289,cwa gestao e tecnologia,cwa.com.br, 1-9, 04-05, 1-9, <$100K
14019290,CUBUS TRADE,cubussolucoes.com.br, 1-9, 09-10, 1-9, <$100K
115075802,dtech servicios profesionales,dtechit.com.mx, 1-9, 04-05, 1-9, <$100K
12446429,E&M SISTEMAS INTEGRALES,eymintegra.com, 1-9, 04-05, 10-99, $500K-$999K
12839645,Pi Data Strategy & Consulting,piconsulting.com.ar, 1-9, 09-10, 10-99, $1M-$2.49M
12839648,Architech Network & Communications Solutions,architech.net.au, 1-9, 16-20, 10-99, $1M-$2.49M
14019298,PSS PROCESSAMENTO SUPORTE E SISTEMAS,pss-sistemas.com.br, 1-9, 31+, 1-9, $100K-$499K
14019301,alsti solucoes,alstisolucoes.com.br, 1-9, 04-05, 1-9, <$100K
12839655,bcm telematics,bcmtelematics.com, 1-9, 16-20, 1-9, <$100K
112323305,Redata S.A.C.,redata.com.pe, 1-9, 16-20, 1-9, $100K-$499K
107211497,Xegmenta,xegmenta.com, 1-9, 16-20, 10-99, $1M-$2.49M
12446447,Ednon,ednon.com, 1-9, 21-25, 10-99, $5M-$9.9M
12708592,Waretic,waretic.com, 1-9, 06-08, 1-9, <$100K
14019313,Euromonitor International,euromonitor.com, 10-29, 31+," 1,000+", $100M-$499M
12446449,ISED,ised.com.mx, 1-9, 31+, 1-9, $100K-$499K
107211504,XenturionIT,xenturionit.com, 1-9, 11-15, 10-99, $500K-$999K
13363953,Irr Supply Centers,irr.net, 10-29, 26-30, 1-9, $500K-$999K
14019319,Nebulan,nebulan.cl, 1-9, 11-15, 10-99, $1M-$2.49M
12446463,Urbina Vargas Milton Gabriel,mecsoftperu.com, 1-9, 04-05, 1-9, <$100K
92138240,MJ Soluciones Peru E.I.R.L.,mjsolucionesperu.com, 1-9, 09-10, 1-9, <$100K
15198978,Rgctecnologias,rgctecnologias.com, 1-9, 11-15, 1-9, <$100K
12446467,Compufax,compufax.com.mx, 1-9, 31+, 10-99, $1M-$2.49M
12839683,Baker Hughes,bakerhughes.com, 100+, 31+," 1,000+", $25B+
14019338,,,,,,
12708619,Automatec Automatizaciones De Tecnologia Y Control,automatec.com.mx, 1-9, 04-05, 1-9, <$100K
114944784,Agy Soluciones Ti,agy.cl, 1-9, 09-10, 1-9, $500K-$999K
13363986,Super Cloud,supercloud.com.br, 1-9, 11-15, 1-9, $500K-$999K
14019350,,,,,,
14019351,,,,,,
12839703,Newcorp RepresentaASSAues,newcorpinfo.com.br, 1-9, 04-05, 1-9, <$100K
13363991,Stiweb,stiweb.com.br, 1-9, 26-30, 1-9, <$100K
13101850,,,,,,
12446493,Spartronics Brooksville,spartronics.com, 10-29, 26-30, 100-499, $50M-$99M
12446494,,,,,,
111930144,M & J Solu,mjsolucoes.com.br, 1-9, 16-20, 1-9, $500K-$999K
12577569,cas infraestructura,casinfraestructura.com.mx, 1-9, 04-05, 1-9, <$100K
12446507,Expert Technology Solutions,experttechnology.co.za, 1-9, 21-25, 10-99, $1M-$2.49M
14019371,Nsp Latam,nsp.cl, 1-9, 16-20, 10-99, $1M-$2.49M
107342638,BM ELETRO ELETRONICA,bmeletro.com.br, 1-9, 31+, 10-99, $1M-$2.49M
12708655,Enteprise Tech S.A.C,etech.pe, 1-9, 16-20, 1-9, $500K-$999K
12446519,Ember Grace,embergrace.com, 1-9, 04-05, 1-9, <$100K
14019384,,,,,,
12577592,Activos Informaticos,activosinformaticos.com.ar, 1-9, 16-20, 1-9, $500K-$999K
107342653,BN7 TECNOLOGIA,bn7.com.br, 1-9, 21-25, 1-9, $100K-$499K
12839745,pivium.com,pivium.com, 1-9, 31+, 1-9, $500K-$999K
14019398,Vsoft,vsoft.co.ke, 1-9, 04-05, 1-9, <$100K
12708679,Advanced Computers & Netw,advancedcomputersinc.com, 1-9, 21-25, 10-99, $1M-$2.49M
111536969,,,,,,
115075924,Findmore Digital,findmoredigital.com, 1-9, 09-10, 100-499, $10M-$24.9M
14019413,,,,,,
12708694,Computers Made Easy,computersmadeeasy.com, 10-29, 31+, 10-99, $1M-$2.49M
12839769,Add IT Solution,addit.com.br, 1-9, 21-25, 100-499, $10M-$24.9M
14019418,satumedia,satumedia.cl, 1-9, 16-20, 1-9, <$100K
14019419,,,,,,
14019420,Aftechsolucoesti,aftechsolucoesti.com.br, 1-9, 04-05, 1-9, <$100K
111930201,NewSol Group,newsol.com.ar, 1-9, 16-20, 1-9, $500K-$999K
12577629,ObjectWave,objectwave.com, 1-9, 31+, 10-99, $5M-$9.9M
111930207,Atualitta Recursos Humanos,atual-it.com.br, 1-9, 21-25, 1-9, $100K-$499K
114944864,,,,,,
12446561,Devaid,devaid.cl, 1-9, 09-10, 10-99, $1M-$2.49M
15199079,,,,,,
15199084,Akros Corp,akroscorp.com, 1-9, 31+, 100-499, $10M-$24.9M
93318001,Jksistemas,jksistemas.com.co, 1-9, 04-05, 1-9, <$100K
12708723,Platino.com,peruplatino.com, 1-9, 04-05, 1-9, <$100K
13364084,MIGRA CLOUD GESTAO DE T.I,migracloud.com, 1-9, 16-20, 1-9, <$100K
14019446,Rescatepc,rescatepc.com, 1-9, 11-15, 1-9, <$100K
92007289,Innovatec Chile,innovatecchile.com, 1-9, 04-05, 1-9, <$100K
15199100,Agilie,agilie.com, 1-9, 11-15, 10-99, $1M-$2.49M
14019457,Portosoft Comercio De Produtos De Informatica Eireli,portosoft.com.br, 1-9, 04-05, 1-9, <$100K
12708738,solution ti,solution-sp.com.br, 1-9, 26-30, 1-9, <$100K
115075971,grupo ssit,grupossit.com.br, 1-9, 11-15, 1-9, <$100K
14019464,Pc Byte Comercializadora de C.V.,pcbytetx.com, 1-9, 21-25, 1-9, $100K-$499K
14019468,Digital Home Systems,digitalhome.com, 1-9, 31+, 10-99, $1M-$2.49M
12446604,,,,,,
115207055,Finder Technologies,findertec.com.ar, 1-9, 16-20, 10-99, $1M-$2.49M
12708751,intelitime solucoes,intelitime.com.br, 1-9, 04-05, 1-9, <$100K
14019476,Ormuztech,ormuztech.com.br, 1-9, 00-01, 1-9, <$100K
12708756,,,,,,
14019477,,,,,,
12839828,softcame.com,softcame.com, 1-9, 21-25, 1-9, $500K-$999K
115207064,fivedev,fivedev.com.br, 1-9, 02-03, 1-9, <$100K
111930263,RADCOM,radcom.com, 1-9, 31+, 100-499, $50M-$99M
15199128,Alleatosoftware,alleatosoftware.com, 1-9, 04-05, 1-9, <$100K
107211676,Xolusat,xolusat.com, 1-9, 31+, 10-99, $5M-$9.9M
115076002,Ignation,ignationcompany.com, 1-9, 06-08, 1-9, <$100K
12577701,Grupo Alus,alus.com.mx, 1-9, 16-20, 10-99, $1M-$2.49M
115207082,flatirons,flatirons.com, 1-9, 06-08, 1-9, <$100K
112716715,Alwafai International Communication & Information Technology,wafaicloud.com, 10-29, 26-30, 10-99, $2.5M-$4.9M
115076012,Indra advanced technology,indratechs.com, 1-9, 00-01, 1-9, <$100K
13364140,INFORMATION TECHNOLOGIES AND SOFTWARE,usa-intech.com, 1-9, 21-25, 1-9, <$100K
111930283,Soluciones Integrales Nacionales,qboxlatam.com, 1-9, 11-15, 1-9, <$100K
115076015,"Informatica, Redes y Telecomunicaciones",inforet.com.co, 1-9, 00-01, 1-9, <$100K
115076016,,,,,,
15199153,arthur holm,arthurholm.com, 1-9, 31+, 1-9, <$100K
13102003,Basis Cloud,basiscloud.com, 1-9, 11-15, 1-9, <$100K
115076020,inserti solucoes em ti,inserti.com.br, 1-9,-, 1-9, <$100K
13364147,Vertic Tecnologia Ltda,vertic.com.br, 1-9, 21-25, 1-9, $500K-$999K
13102008,Marlen Flores Martinez,briosoluciones.com, 1-9, 04-05, 1-9, <$100K
115338168,ricardo silveira design,ricardosilveiradesign.com.br, 1-9, 11-15, 1-9, <$100K
12708794,Wsp International,wsp.com.mx, 1-9, 21-25, 10-99, $5M-$9.9M
115076031,,,,,,
12446656,ITAM CHILE,itam.cl, 1-9, 11-15, 1-9, <$100K
14019524,pro-audit consultoria e servicos,pro-audit.eti.br, 1-9, 04-05, 1-9, <$100K
92138437,It-Nova,it-nova.co, 1-9, 11-15, 10-99, $1M-$2.49M
14019525,LANWARE,lanware.com.mx, 1-9, 26-30, 100-499, $1M-$2.49M
92138439,musatec,musatecnologica.com, 1-9, 21-25, 1-9, <$100K
13102023,Digicon Corporation,digicon.com, 10-29, 31+, 100-499, $10M-$24.9M
13364176,Proweb,proweb.info, 1-9, 11-15, 1-9, <$100K
14019538,Tecimac,tecimac.com, 1-9, 04-05, 10-99, $100K-$499K
13102037,WINDEYER CHAMBERS SYDNEY,ccl.com.au, 1-9, 31+, 10-99, $5M-$9.9M
115076063,,,,,,
13364192,Reflections Systems,reflectionsglobal.com, 1-9, 26-30, 1-9, <$100K
14019553,Sistemas Api,sistemasapi.com.mx, 1-9, 16-20, 1-9, <$100K
14019561,,,,,,
115076074,Gigatech MSP,gigatechmsp.com, 1-9,-, 1-9, <$100K
15199211,Atmsoftware,atmsoftware.co.uk, 1-9, 04-05, 1-9, <$100K
14019565,,,,,,
14019567,Toyseco,toyseco.com.mx, 1-9, 04-05, 1-9, <$100K
115076081,grupo empresarial it support & discloud,grupoitsupport.com, 1-9, 11-15, 1-9, <$100K
14019570,Computacion Integral,scglobal.cl, 1-9, 04-05, 1-9, <$100K
107211764,Xinet Solutions,xinet.com.mx, 1-9, 16-20, 10-99, $1M-$2.49M
12708857,CaseWare International,caseware.com, 30-49, 31+, 100-499, $50M-$99M
15199232,Arroba,arroba.cloud, 1-9, 04-05, 1-9, <$100K
14019590,Ofitec Tecnologia de C.V.,ofitec.com.mx, 1-9, 11-15, 10-99, $1M-$2.49M
115076108,it-services provider,itserv.com.pa, 1-9, 11-15, 1-9, <$100K
14019598,Incloud Innovaciones Tecnologicas,incloud.com.bo, 1-9, 11-15, 1-9, <$100K
13364238,Techmakers Consultor,techmakers.es, 1-9, 11-15, 10-99, $5M-$9.9M
15199249,Blisoft,blisoft.com, 1-9, 04-05, 1-9, <$100K
12446743,countthings.com,countthings.com, 1-9, 31+, 1-9, $500K-$999K
14019610,PLCT de C.V.,plct.com.mx, 1-9, 16-20, 1-9, $100K-$499K
12708891,Docuxer,docuxer.com, 1-9, 00-01, 10-99, $1M-$2.49M
14019611,global-systems.mx,global-systems.mx, 1-9, 04-05, 1-9, $500K-$999K
13102110,Learning Tools SPA,innovacoord.com, 1-9, 04-05, 10-99, $500K-$999K
13102111,INGE-TEL,inge-tel.com, 1-9, 16-20, 10-99, $2.5M-$4.9M
14019616,Compulab Morelia,compulabmorelia.com, 1-9, 11-15, 1-9, <$100K
14019618,Rainbowofdreams,rainbowofdreams.com, 1-9, 04-05, 1-9, <$100K
12839974,INITIUM SOFTWARE,initiumsoftware.com, 1-9, 11-15, 1-9, $500K-$999K
13364262,,,,,,
111537193,Kosmos Tek Software de C.V.,kosmostek.com, 1-9,-, 10-99, $100K-$499K
111930409,,,,,,
15199276,Backupweb,backupweb.biz, 1-9, 16-20, 1-9, <$100K
15199277,Baxtech do Brasil Servicos de Tecnologia Epp,baxtech-info.com, 1-9, 06-08, 1-9, $100K-$499K
14019631,Compuneza,compuneza.com.mx, 1-9, 11-15, 1-9, <$100K
12708913,ACTIVE Network,activenetwork.com, 50-99, 26-30," 1,000+", $100M-$499M
92138545,"PROFITECO HUNGARY Kft. ""f.a.""",profitecotech.com, 1-9, 04-05, 1-9, $10M-$24.9M
115076145,FLESSUITE,flexsuite.cl, 1-9, 06-08, 1-9, <$100K
13102131,Blackmagic Design,blackmagicdesign.com, 10-29, 21-25," 1,000+", $500M-$999M
92138551,Auxo Sas,auxo.co, 1-9, 11-15, 10-99, $1M-$2.49M
